DATE,GEO,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,105,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,160,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,300,Old-aged Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,100,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,225,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,165,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,115,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,110,Old-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,85,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,70,Old-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,45,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,30,Old-aged Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Alberta,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Alberta,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Child
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Child
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,5,Young Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,10,Young Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,35,Middle-aged Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,15,Middle-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,55,Middle-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,25,Middle-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,160,Middle-aged Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,20,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,290,Old-aged Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,85,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,65,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,380,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,120,Old-aged Adults
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,130,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,345,Old-aged Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,135,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,175,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,435,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,185,Old-aged Adults
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,20,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,220,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,425,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,165,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,260,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,330,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,180,Old-aged Adults
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,235,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,280,Old-aged Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,20,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,200,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,170,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,120,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,130,Old-aged Adults
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,100,Old-aged Adults
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,75,Old-aged Adults
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,90,Old-aged Adults
2013,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Yukon,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Yukon,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Yukon,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Yukon,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Yukon,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Yukon,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2013,Yukon,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2013,Yukon,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2013,Yukon,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2013,Yukon,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2013,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Yukon,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Yukon,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2013,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2013,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2013,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2013,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2013,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2013,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2013,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2013,Nunavut,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2013,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Unknown
2014,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Child
2014,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2014,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Child
2014,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2014,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Child
2014,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2014,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2014,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2014,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2014,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Young Adults
