DATE,GEO,Age,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2012,Canada (excluding Quebec),20 to 24 years,Females,Mesothelioma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,600,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Lip,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Tongue,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Salivary gland,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Gum and other mouth,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Nasopharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Oropharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Hypopharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other oral cavity and pharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Esophagus,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Small intestine,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Colon and rectum,Number of new cancer cases,Number,20,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Colon excluding rectum,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Rectum and rectosigmoid,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,"Anus, anal canal and anorectum",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Liver and intrahepatic bile ducts,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Intrahepatic bile ducts,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Gallbladder,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Pancreas,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other digestive system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Larynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Bones and joints,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Melanomas of the skin,Number of new cancer cases,Number,50,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Breast,Number of new cancer cases,Number,75,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Cervix uteri,Number of new cancer cases,Number,60,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Corpus uteri,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Ovary,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other female genital system,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Ureter,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Eye and orbit,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Brain,Number of new cancer cases,Number,25,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Thyroid,Number of new cancer cases,Number,175,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other endocrine,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,35,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,25,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Myeloma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Other leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Mesothelioma,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),25 to 29 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,1020,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Lip,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Tongue,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Salivary gland,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Gum and other mouth,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Nasopharynx,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Oropharynx,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Hypopharynx,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other oral cavity and pharynx,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Esophagus,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Stomach,Number of new cancer cases,Number,10,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Small intestine,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Colon and rectum,Number of new cancer cases,Number,60,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Colon excluding rectum,Number of new cancer cases,Number,35,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Rectum and rectosigmoid,Number of new cancer cases,Number,25,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,"Anus, anal canal and anorectum",Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Liver and intrahepatic bile ducts,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Intrahepatic bile ducts,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Gallbladder,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Pancreas,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other digestive system,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Larynx,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Bones and joints,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,10,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Melanomas of the skin,Number of new cancer cases,Number,90,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Breast,Number of new cancer cases,Number,205,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Cervix uteri,Number of new cancer cases,Number,100,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Corpus uteri,Number of new cancer cases,Number,15,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Ovary,Number of new cancer cases,Number,25,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other female genital system,Number of new cancer cases,Number,10,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,10,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,15,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Ureter,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Eye and orbit,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Brain,Number of new cancer cases,Number,25,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Thyroid,Number of new cancer cases,Number,275,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other endocrine,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,25,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,50,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Myeloma,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,15,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Other leukemia,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,15,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Mesothelioma,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),30 to 34 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),35 to 39 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,1620,Middle-aged Adults
2012,Canada (excluding Quebec),35 to 39 years,Females,Lip,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),35 to 39 years,Females,Tongue,Number of new cancer cases,Number,5,Middle-aged Adults
2012,Canada (excluding Quebec),35 to 39 years,Females,Salivary gland,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),35 to 39 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Middle-aged Adults
2012,Canada (excluding Quebec),35 to 39 years,Females,Gum and other mouth,Number of new cancer cases,Number,5,Middle-aged Adults
